Date,Open,High,Low,Close,Adj Close,Volume
1995-01-01,14.750000,15.250000,14.750000,15.000000,4.944577,4600
1995-02-01,15.000000,16.379999,15.000000,16.379999,5.399481,232100
1995-03-01,16.379999,17.250000,16.129999,16.629999,5.481888,320300
1995-04-01,16.629999,17.250000,16.500000,17.250000,5.750535,44900
1995-05-01,17.250000,17.250000,16.500000,16.500000,5.500512,258500
1995-06-01,16.500000,16.500000,15.500000,15.500000,5.167149,445400
1995-07-01,15.500000,15.750000,15.250000,15.500000,5.228739,22000
1995-08-01,15.500000,16.000000,15.000000,15.380000,5.188256,111400
1995-09-01,15.250000,15.500000,15.000000,15.250000,5.144402,13000
1995-10-01,15.250000,16.250000,14.500000,16.000000,5.464919,225600
1995-11-01,15.750000,16.000000,15.380000,16.000000,5.464919,6800
1995-12-01,16.000000,16.000000,15.380000,16.000000,5.464919,78000
1996-01-01,16.000000,16.000000,15.250000,15.880000,5.490162,113700
1996-02-01,15.750000,16.000000,15.500000,15.750000,5.445216,70800
1996-03-01,15.750000,15.750000,15.500000,15.620000,5.400273,43700
1996-04-01,15.500000,15.750000,15.250000,15.600000,5.459216,46700
1996-05-01,15.500000,15.750000,15.300000,15.600000,5.459216,74400
1996-06-01,15.650000,16.000000,15.550000,16.000000,5.599196,41300
1996-07-01,16.000000,16.000000,15.250000,15.450000,5.471699,13000
1996-08-01,15.250000,16.750000,15.250000,16.500000,5.843565,166900
1996-09-01,16.500000,16.850000,16.150000,16.750000,5.932101,17600
1996-10-01,16.650000,18.150000,16.650000,18.000000,6.447497,116300
1996-11-01,18.000000,20.500000,18.000000,20.500000,7.342984,166000
1996-12-01,20.500000,20.500000,18.250000,19.600000,7.020606,121500
1997-01-01,19.600000,19.600000,18.400000,18.600000,6.735705,107900
1997-02-01,18.549999,23.250000,18.549999,21.400000,7.749681,366300
1997-03-01,21.500000,23.000000,20.500000,20.500000,7.423762,192700
1997-04-01,20.500000,21.000000,19.799999,21.000000,7.685361,63600
1997-05-01,21.000000,27.500000,20.750000,25.799999,9.442010,248400
1997-06-01,25.750000,29.000000,25.549999,28.250000,10.338636,382900
1997-07-01,28.500000,29.100000,27.000000,28.900000,10.662563,233600
