Date,Open,High,Low,Close,Adj Close,Volume
1995-01-01,11.875000,11.875000,11.125000,11.875000,2.674870,1098800
1995-02-01,11.815000,12.440000,11.625000,12.440000,2.802136,1246000
1995-03-01,12.440000,12.625000,11.875000,12.000000,2.703027,1298400
1995-04-01,11.940000,12.250000,11.440000,11.750000,2.680284,2403400
1995-05-01,11.750000,12.250000,11.625000,11.815000,2.695110,2218200
1995-06-01,11.815000,12.125000,11.565000,11.815000,2.695110,2474800
1995-07-01,11.690000,12.000000,11.625000,11.815000,2.731919,2270400
1995-08-01,11.815000,12.000000,11.690000,12.000000,2.774697,1336400
1995-09-01,11.940000,12.315000,11.625000,11.750000,2.716891,1808800
1995-10-01,11.750000,12.000000,11.500000,12.000000,2.811417,3071000
1995-11-01,12.000000,12.500000,11.815000,11.940000,2.797361,1708000
1995-12-01,12.000000,12.625000,12.000000,12.500000,2.928560,3313800
1996-01-01,12.440000,13.125000,12.375000,13.065000,3.101024,1885000
1996-02-01,13.125000,13.440000,12.440000,12.625000,2.996591,2026400
1996-03-01,12.690000,13.125000,12.500000,12.690000,3.012018,1395200
1996-04-01,12.685000,13.350000,12.500000,13.325000,3.201949,2120200
1996-05-01,13.275000,13.500000,13.025000,13.200000,3.171912,2446800
1996-06-01,13.200000,13.350000,12.950000,13.275000,3.189936,1459400
1996-07-01,13.250000,13.550000,13.175000,13.325000,3.242173,2225400
1996-08-01,13.350000,14.100000,13.350000,14.000000,3.406409,2370800
1996-09-01,13.950000,14.000000,13.450000,13.625000,3.315166,2072200
1996-10-01,13.625000,14.300000,13.475000,14.250000,3.508739,2395200
1996-11-01,14.150000,15.550000,14.150000,15.450000,3.804213,2052200
1996-12-01,15.300000,15.500000,14.125000,14.825000,3.650321,1918000
1997-01-01,14.825000,15.000000,14.375000,14.650000,3.647489,2623200
1997-02-01,14.700000,15.725000,14.575000,14.950000,3.722178,3725400
1997-03-01,14.850000,15.950000,14.725000,15.125000,3.765751,987000
1997-04-01,15.125000,15.375000,13.925000,14.000000,3.522321,3536600
1997-05-01,14.000000,15.875000,13.975000,15.500000,3.899712,5885600
1997-06-01,15.450000,16.250000,15.450000,16.200001,4.075828,2092000
1997-07-01,16.250000,18.250000,16.250000,18.000000,4.577797,7165200
1997-08-01,17.750000,18.000000,16.700001,16.700001,4.247180,2223000
1997-09-01,16.600000,17.950001,16.549999,17.850000,4.539648,3436000
1997-10-01,17.850000,19.200001,16.025000,18.600000,4.777820,3099200
1997-11-01,18.600000,18.700001,18.049999,18.549999,4.764976,2456600
1997-12-01,18.600000,23.250000,18.600000,22.250000,5.715403,5283600
1998-01-01,22.000000,23.500000,20.049999,20.450001,5.297895,3323400
1998-02-01,20.500000,24.350000,20.500000,24.125000,6.249966,3019000
1998-03-01,24.325001,27.750000,23.500000,27.549999,7.137268,4178600
1998-04-01,27.549999,30.500000,25.000000,26.125000,6.815386,5105200
1998-05-01,26.250000,27.950001,25.750000,27.150000,7.082786,2885200
1998-06-01,26.625000,27.549999,26.000000,27.500000,7.174093,5121800
1998-07-01,27.500000,27.750000,21.000000,21.299999,5.592411,3661000
1998-08-01,21.625000,21.750000,18.250000,18.500000,4.857259,4056600
1998-09-01,18.375000,20.000000,17.549999,18.000000,4.725980,3469600
