Date,Open,High,Low,Close,Adj Close,Volume
2009-08-01,20.200001,22.000000,20.000000,21.639999,11.169133,2112700
2009-09-01,21.750000,21.750000,19.650000,19.750000,10.193641,4762400
2009-10-01,19.889999,21.190001,19.370001,19.370001,10.157573,1948000
2009-11-01,19.680000,20.690001,18.950001,20.690001,10.849776,3337000
2009-12-01,20.740000,21.780001,20.340000,21.370001,11.206368,1235200
2010-01-01,21.400000,21.850000,20.980000,21.350000,11.363618,1283900
2010-02-01,21.350000,21.830000,20.969999,21.400000,11.390233,1463000
2010-03-01,21.400000,23.000000,21.240000,22.500000,11.975707,4863200
2010-04-01,22.610001,23.000000,22.160000,22.490000,12.138684,1289100
2010-05-01,22.620001,23.000000,21.760000,22.510000,12.149481,2213900
2010-06-01,22.500000,23.389999,22.000000,22.139999,11.949773,897100
2010-07-01,22.139999,23.620001,21.750000,23.400000,12.805296,651800
2010-08-01,23.350000,23.480000,22.260000,22.500000,12.312786,731900
2010-09-01,22.440001,24.200001,22.400000,24.100000,13.188363,973300
2010-10-01,24.200001,24.840000,23.250000,23.750000,13.171751,935700
2010-11-01,23.799999,24.760000,23.620001,24.200001,13.421320,770100
2010-12-01,24.469999,24.670000,23.440001,23.650000,13.116288,1742500
2011-01-01,23.730000,23.969999,22.799999,23.209999,13.045508,1286400
2011-02-01,23.250000,26.440001,23.090000,25.160000,14.141533,3497900
2011-03-01,25.219999,26.070000,24.469999,25.920000,14.568705,4079900
2011-04-01,25.950001,26.000000,25.049999,25.490000,14.506207,1233300
2011-05-01,25.559999,26.650000,25.100000,26.270000,14.950102,1482400
2011-06-01,26.260000,28.000000,24.900000,25.000000,14.227354,5838000
2011-07-01,25.059999,25.760000,23.459999,24.450001,14.079719,2889300
2011-08-01,24.450001,25.500000,21.500000,25.370001,14.609503,2019200
2011-09-01,25.100000,26.379999,24.559999,25.450001,14.655575,2705200
2011-10-01,25.129999,25.780001,24.020000,25.209999,14.697160,2462900
2011-11-01,24.969999,25.500000,22.879999,23.549999,13.729397,4191100
2011-12-01,23.410000,25.389999,23.299999,25.120001,14.644689,3978400
2012-01-01,25.030001,25.719999,24.299999,24.559999,14.683384,3419500
2012-02-01,24.500000,25.500000,24.379999,24.930000,14.904593,2104600
2012-03-01,24.790001,25.139999,23.290001,23.490000,14.043679,3415900
2012-04-01,23.490000,23.590000,22.480000,23.420000,14.184958,3286300
2012-05-01,23.430000,23.690001,22.879999,23.240000,14.075935,2732900
2012-06-01,23.100000,24.469999,22.490000,23.780001,14.403000,4328700
2012-07-01,23.889999,24.530001,21.410000,21.520000,13.207520,3378700
2012-08-01,21.610001,23.440001,21.090000,21.830000,13.397775,2878000
2012-09-01,21.840000,21.950001,20.750000,21.290001,13.066357,3345300
2012-10-01,21.350000,22.059999,20.879999,21.410000,13.337812,3362700
2012-11-01,21.860001,22.600000,21.000000,21.830000,13.599463,3104300
2012-12-01,21.900000,23.200001,21.549999,22.730000,14.160136,4294200
2013-01-01,22.969999,23.530001,22.820000,23.200001,14.652833,3402000
2013-02-01,23.110001,23.250000,22.780001,22.870001,14.444404,2198600
2013-03-01,22.610001,23.170000,21.020000,21.200001,13.389658,3872300
2013-04-01,21.200001,22.010000,20.540001,22.010000,14.107551,3028200
2013-05-01,21.990000,22.549999,21.129999,21.500000,13.780660,2254000
2013-06-01,21.500000,21.820000,19.760000,20.580000,13.190974,2641400
2013-07-01,20.549999,21.770000,20.160000,20.840000,13.566495,2843000
2013-08-01,20.910000,21.209999,19.799999,20.660000,13.449317,2588100
2013-09-01,20.889999,22.219999,20.389999,21.260000,13.839909,3387300
2013-10-01,21.200001,21.799999,20.299999,21.600000,14.266540,7630300
2013-11-01,21.670000,21.950001,20.719999,20.900000,13.804194,3927700
2013-12-01,20.969999,21.410000,20.410000,21.299999,14.068390,5061300
2014-01-01,21.350000,22.950001,20.510000,22.790001,15.277396,6384300
2014-02-01,22.740000,23.530001,22.370001,22.920000,15.364538,4631900
2014-03-01,23.010000,25.809999,23.010000,25.719999,17.241539,7249800
2014-04-01,25.680000,26.000000,24.070000,24.620001,16.710569,5429000
2014-05-01,24.760000,26.420000,24.219999,25.900000,17.579355,4173600
2014-06-01,25.959999,26.490000,25.650000,26.370001,17.898363,4097900
2014-07-01,26.320000,27.410000,25.750000,26.510000,18.212948,4882700
2014-08-01,26.480000,28.709999,26.309999,28.100000,19.305313,3748400
2014-09-01,28.190001,28.700001,26.260000,26.750000,18.377834,3834900
2014-10-01,26.750000,27.459999,24.500000,25.580000,17.800865,6067200
2014-11-01,25.500000,28.139999,25.230000,27.129999,18.879494,3505100
2014-12-01,27.100000,27.490000,24.660000,26.000000,18.093138,4162200
2015-01-01,26.000000,27.120001,24.920000,25.290001,17.828230,5059000
2015-02-01,25.500000,26.459999,23.770000,25.090000,17.687237,5927100
2015-03-01,25.160000,25.209999,23.799999,24.510000,17.278362,7777500
2015-04-01,24.469999,25.139999,24.010000,24.850000,17.760960,5753700
2015-05-01,24.850000,25.580000,23.400000,24.049999,17.189177,8592300
2015-06-01,24.049999,24.090000,21.530001,21.540001,15.395215,6779400
2015-07-01,21.559999,22.420000,20.320000,21.889999,15.879910,5664900
2015-08-01,21.740000,21.930000,18.610001,20.459999,14.842529,6413600
2015-09-01,20.190001,20.379999,18.280001,18.879999,13.696333,7306900
2015-10-01,18.850000,20.209999,18.520000,18.790001,13.892282,6380600
2015-11-01,18.820000,19.330000,16.080000,16.850000,12.457955,6005600
2015-12-01,16.809999,18.309999,15.410000,17.770000,13.138154,8142400
2016-01-01,17.610001,18.930000,16.370001,18.840000,14.212889,7704300
